,Date,Keypresses,7_day_ma,28_day_ma,365_day_ma,percentile,rank,Weekday
619,2022-06-02,27148,20168.85714285714,18361.714285714286,23889.92602739726,55.53809897879026,567.0,Thursday
620,2022-06-03,23824,18572.85714285714,19212.571428571428,23844.12328767123,48.42890809112333,657.5,Friday
621,2022-06-04,6201,17499.0,19400.35714285714,23737.01095890411,20.816967792615866,1009.0,Saturday
622,2022-06-05,15523,18413.428571428572,19954.75,23768.208219178083,34.24980361351139,838.0,Sunday
623,2022-06-06,14188,17086.85714285714,19751.035714285714,23804.109589041094,32.44304791830322,861.0,Monday
624,2022-06-07,41878,20242.14285714286,20289.571428571428,23891.28493150685,81.14689709347996,241.0,Tuesday
625,2022-06-08,9870,19804.571428571428,20039.5,23848.490410958904,26.70856245090338,934.0,Wednesday
626,2022-06-09,26164,19664.0,20342.14285714286,23891.761643835616,52.867242733699925,601.0,Thursday
627,2022-06-10,4554,16911.14285714286,18846.85714285714,23846.126027397262,18.3032207384132,1041.0,Friday
628,2022-06-11,105,16040.285714285714,17368.571428571428,23820.84931506849,7.148468185388845,1183.0,Saturday
629,2022-06-12,0,13822.714285714286,17105.321428571428,23814.517808219178,2.9065200314218385,1237.0,Sunday
630,2022-06-13,5355,12560.857142857143,16047.285714285714,23823.487671232877,19.324430479183032,1028.0,Monday
631,2022-06-14,1034,6726.0,15751.607142857143,23774.320547945204,10.997643362136685,1134.0,Tuesday
632,2022-06-15,6318,6218.571428571428,15957.07142857143,23702.145205479454,21.013354281225453,1006.5,Wednesday
633,2022-06-16,38757,8017.571428571428,17322.5,23700.65479452055,76.11940298507463,305.0,Thursday
634,2022-06-17,17988,9936.714285714286,17910.464285714286,23680.594520547944,37.941869599371564,791.0,Friday
635,2022-06-18,810,10037.42857142857,17796.25,23652.52602739726,10.212097407698352,1144.0,Saturday
636,2022-06-19,0,10037.42857142857,17490.714285714286,23638.120547945204,2.9065200314218385,1237.0,Sunday
637,2022-06-20,0,9272.42857142857,16765.64285714286,23613.1698630137,2.9065200314218385,1237.0,Monday
638,2022-06-21,15278,11307.285714285714,16359.07142857143,23599.94794520548,34.01413982717989,841.0,Tuesday
639,2022-06-22,16831,12809.142857142857,15996.07142857143,23567.71506849315,36.21366849960722,813.0,Wednesday
640,2022-06-23,10726,8804.714285714286,14163.785714285714,23527.47397260274,27.965435978004717,918.0,Thursday
641,2022-06-24,3222,6695.285714285715,13029.0,23474.93698630137,16.33935585231736,1066.0,Friday
642,2022-06-25,0,6579.571428571428,12539.07142857143,23369.76712328767,2.9065200314218385,1237.0,Saturday
643,2022-06-26,0,6579.571428571428,12213.285714285714,23316.328767123287,2.9065200314218385,1237.0,Sunday
644,2022-06-27,29526,10797.57142857143,12429.42857142857,23380.972602739726,59.151610369206594,521.0,Monday
645,2022-06-28,26550,12407.857142857143,12670.82142857143,23373.89589041096,53.92772977219167,587.5,Tuesday
646,2022-06-29,31804,14546.857142857143,13344.785714285714,23373.531506849315,63.31500392772978,468.0,Wednesday
647,2022-06-30,26138,16748.571428571428,13308.714285714286,23376.25205479452,52.78868813825609,602.0,Thursday
648,2022-07-01,21543,19365.85714285714,13227.25,23310.043835616438,44.540455616653574,707.0,Friday
649,2022-07-02,0,19365.85714285714,13005.785714285714,23234.613698630135,2.9065200314218385,1237.0,Saturday
650,2022-07-03,0,19365.85714285714,12451.392857142857,23181.791780821917,2.9065200314218385,1237.0,Sunday
651,2022-07-04,5489,15932.0,12140.714285714286,23191.572602739725,19.4815396700707,1026.0,Monday
652,2022-07-05,34136,17015.714285714286,11864.214285714286,23245.87123287671,67.39984289080911,416.0,Tuesday
653,2022-07-06,37760,17866.571428571428,12860.285714285714,23257.19178082192,74.70542026708561,323.0,Wednesday
654,2022-07-07,31444,18624.571428571428,13048.857142857143,23265.2,62.765121759622936,475.0,Thursday
655,2022-07-08,21181,18572.85714285714,13642.67857142857,23246.91780821918,43.833464257659074,716.0,Friday
656,2022-07-09,27697,22529.571428571428,14628.107142857143,23245.153424657536,56.08798114689709,560.0,Saturday
657,2022-07-10,13335,24434.571428571428,15104.357142857143,23242.12876712329,31.421838177533385,874.0,Sunday
658,2022-07-11,34388,28563.0,16141.25,23310.320547945204,68.10683424980361,407.0,Monday
659,2022-07-12,40769,29510.571428571428,17560.35714285714,23323.471232876713,79.1044776119403,267.0,Tuesday
660,2022-07-13,24224,27576.85714285714,18199.85714285714,23297.027397260274,49.17517674783975,648.0,Wednesday
661,2022-07-14,34589,28026.14285714286,18051.0,23347.38082191781,68.65671641791045,400.0,Thursday
662,2022-07-15,25084,28583.714285714286,18304.428571428572,23319.049315068492,50.62843676355067,629.5,Friday
663,2022-07-16,37725,30016.285714285714,19622.821428571428,23338.523287671233,74.54831107619796,325.0,Saturday
664,2022-07-17,0,28111.285714285714,19622.821428571428,23279.15890410959,2.9065200314218385,1237.0,Sunday
665,2022-07-18,46828,29888.428571428572,21295.25,23327.98082191781,87.03849175176748,166.0,Monday
666,2022-07-19,38377,29546.714285714286,22120.214285714286,23313.060273972602,75.49096622152396,313.0,Tuesday
